Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Ground,Summary
12/29/1964,,"Near Turrialba, Costa Rica",Lineas Aéreas Sud Americana,,,Curtiss C-46,CC-CAN,,5.0,0.0,The cargo plane crashed in mountains while en route.
07/22/1962,23:19,"Honolulu, Hawaii",Canadian PacifiAir Lines,323,"Honolulu - Nadi, Fiji",Bristol Britannia 314,CF-CZB,13394,40.0,0.0,"Shortly after takeoff, a fire warning indication caused the pilot to feather the propeller on the No. 1 engine. Fuel was jettisoned, and the flight returned to Honolulu for landing approximately 40 minutes after departure. The three-engine landing approach appeared normal until the aircraft had proceeded beyond the runway threshold and had commenced its landing flare at an altitude of approximately 20 feet above the runway centerline. A go-around was attempted from this position and the aircraft banked and veered sharply to the left. Initial ground contact was made by the left wing tip approximately 550 feet to the left of the runway centerline. The aircraft progressively disintegrated as it  moved across the ground, then struck heavy earth-moving-equipment parked approximately 970 feet from the runway centerline. The accident was caused by the attempted three-engine go-around, when the aircraft was in a full landing configuration, at insufficient airspeed and altitude to maintain control."
07/31/1975,,"Santiago, Chili",Military - Chilian Air Force,,,Douglas C-47,970,,10.0,0.0,
08/31/1969,20:05,"Newton, Iowa",Private Charter,-,Chicago - Des Moines.,Cessna 172H,N3149X,55299,3.0,0.0,"The single engine plane took off at night in rainy weather despite warnings of a building storm front. Fighter, Rocky Marciano, 45,  killed. The pilot was not cleared to fly IFR and had only 35 hours of night flying experience. The plane got as far as Newton, Iowa. The plane was seen flying barely 100 feet off the ground when it entered a rolling bank of clouds. Reappearing once, it rose and disappeared again. The plane crashed into a lone oak tree in the middle of a corn field. After a stop at Des Moines, Marciano was on his way home to attend his birthday party. Pilot attempted operation beyond experience/ability level. Continued VFR flight into adverse weather conditions. Spatial disorientation."
05/18/1988,09:40,"Swentna, Alaska",Jay Hawk Air - Air Taxi,,"Anchorage, AK - McGrath, AK",Piper PA-32-260,N897P,32-301,3.0,0.0,"The plane struck the rock face of a 8,600 ft. mountain in poor visibility. Pilot did not maintain proper altitude. Flight into known adverse weather. Poor inflight planning."
07/03/1975,,"Near Colina, Chile",Military - Chilian Air Force,,,Douglas C-47A,FAC-970,19730,10.0,0.0,
07/20/1946,12:15,Off the Panama coast,Military -  (2) U.S. Army Air Forces,,,Boeing B-17G / Boeing B-17G,4485624/4485626,,20.0,0.0,"The two aircraft collided in midair, 20 miles north of the Panamanian island of Coiba while searching for a missing plane. Ten died aboard each aircraft."
07/23/1981,12:24,"Kansas City, Kansas",Air Taxi,,"Kansas City, MO - York, NE",Beechcraft 58TC,N17705,,4.0,0.0,The aircraft experienced an uncontrolled descent shortly after taking off. Left and right elevator trim actuators reversed during installation. Elevator trim arms extended 23 degrees nose down.
07/29/1951,,"Cochabamba, Bolivia",Loide Aéreo Nacional,,Cochabamba - Rio de Janeiro,Curtiss C-46A,CB-39,26488,7.0,0.0,Crashed on takeoff.
09/06/1946,,"Bathurst, Gambia",British South American Airways,,"Bathrust, - Argentina",Avro 685 York I,G-AHEW,1300,24.0,0.0,The aircraft crashed shortly after takeoff after a loss of control by  the captain.  Loss of control by the captain for unknown reasons with mishandling of the controls the most likely explanation. The aircraft was named 'Star Leader.'
08/31/1988,,"Cerro de la Calera, Mexico",Transporte Aereo Federal,,Uruapan - Lazro,Embraer 110P1 Bandeirante,XC-COX,110-192,20.0,0.0,The plane disappeared after taking off from Uruapan. Wreckage was found in the western Sierre Madre mountains.
12/05/1937,09:00,"Brindisi Harbor, Italy",Imperial Airways,,India - London,Short Empire Flying Boat,G-ADUZ,,19.0,0.0,The flying boat crashed while attempting to take off. The aircraft was named Cygnus.
03/06/1934,,"Petersburg, Illinois",American Airways,,"St. Louis, MO - Chicago, IL",Fairchild Pilgrim 100A,NC710Y,6606,4.0,0.0,Crashed into a snow drift due to icing in a blizzard.
02/09/1976,,"Irkutsk, Russia",Aeroflot,,,Tupolev TU-104A,CCCP-42327,66600201,24.0,0.0,Crashed during takeoff.
07/31/1992,12:45,"Near Kathmandu, Nepal",Thai Airways,311,Bangkok - Kathmandu,Airbus A310-304,HS-TID,438,113.0,0.0,"After experiencing difficulty in deploying the flaps while approaching Katmandu, the landing was aborted.  The ATC did not have radar service. After some confusing exchanges between the tower and the aircraft, the crew headed north instead of south to begin its second approach. The aircraft flew into a near vertical mountain wall at 240 knots. In the final seconds, the captain assessed the Ground Proximity Warning System warning as false. The accident was caused by a combination of occurrences, errors and actions by both the crew and ATC. The initial problem with the flaps, the lack of radar service, a misread chart by the crew, communication difficulties and the use of non-standard phraseology among other items led to the accident."
01/13/1954,,"Long Beach, California",Military - U.S. Air Force,,,F-88 Sabre Jet,,,1.0,6.0,The jet fighter crashed into homes killing 6 people and destroying 3 homes while attempting to land.
06/07/1949,14:00,"Near Florianpolis, Brazil",Military - Brazilian Air Force,,Florianpolis - Porto Alegre,Douglas C-47B,C-47-2023,,27.0,0.0,The aircraft crashed into a mountain shortly after taking off from Florianpolis.
12/10/1947,00:20,"Near Goose Bay, Labrador",Military - U.S. Air Force,,"Goose Bay - Westover Field, MS",Douglas C-54D-DC (DC-4),42-72572,10677,29.0,0.0,The aircraft crashed and burned in a wooded area shortly after taking off from Goose Bay. Snow falling at the time of the accident was a factor.
12/29/1974,,"Carpathian Mts., near Sibiu, Romania",Tarom,,,Antonov AN-24RV,YR-AMD,27307606,33.0,0.0,Crashed into Lotru mountains.
11/04/1948,05:44,"Cape Spencer, Alaska",PacifiAlaska Air Freight,,Yakutat - Annette,Douglas DC-3,N66637,11800,17.0,0.0,Lost contact with the aircraft after the crew reported passing Cape Spencer. The wreckage was never found.  Cause undetermined.
03/04/2004,09:40,,Azov Avia Airlines,,Ankara - Baku - Kabul,Ilyushin II-76,UR-ZVA,0063468036,7.0,0.0,"Shortly after taking off and climbing to about 150 feet, the aircraft pitch down and crashed into a field 4 km from the airport."
12/09/1956,19:15,"Near Chilliwack, British Columbia, Canada",Trans Canada Air Lines,810-9,Vancouver - Toronto,Canadair DC-4M-2 Northstar,CF-TFD,128,62.0,0.0,"The aircraft departed Vancouver en route to Calgary. Some 50 minutes later the pilot reported a fire in the No. 2 engine and was turning back. While flying under the power of 3 engines, the aircraft encountered severe icing, turbulence or other difficulty which led to the loss of control by the crew. It could not be determined why the aircraft was 12 miles south of the assigned airway. The plane crashed high into Mount Slesse. The bodies and wreckage were not found until 05/10/1957 and the wreckage still remains at the site which is now a memorial."
08/31/1986,11:52,"Cerritos, California",Aeromexico / Private,498,Tijuana - Los Angeles,MD Douglas DC-9-32 / Piper PA-28-181,XA-JED/N4891F,47356/470 /,67.0,15.0,"A midair collision occurred between a DC-9, attempting to land at LAX  and a Piper at 6,560 ft. over Cerritos, California. The Piper struck and knocked the horizontal and vertical stabilizer off the DC-9. The Piper fell into an unoccupied playground.  The DC-9 crashed into a neighborhood destroying eleven homes and damaging seven others. Sixty-four on the DC-9, three on the Cessna and 15 on the ground were killed. The pilot of the Piper inadvertently entered the LAX Terminal Control Area. The inadvertent and unauthorized entry of the PA-28 into the Los Angeles Terminal Control Area. The limitations of the 'see and avoid' concept to ensure traffiseparation under the conditions of the conflict."
11/20/1974,07:50,"Near Nairobi, Kenya",Lufthansa,540,Nairobi - Johannesburg,Boeing B-747-130,D-ABYB,19747/29,157.0,0.0,The aircraft stalled and crashed during takeoff. The wing flaps were not extended. First fatal Boeing 747 accident to occur.
08/15/1973,14:50,"Don Don, Haiti",Private,,Port Au Prince - Cap Haitien,Norman BN-2A-6,N38JA,211,10.0,0.0,Airframe failure in flight.
03/14/1942,22:15,"Kunming, China",China National Aviation Corporation,,,Douglas DC-2-221,31,1567,17.0,0.0,"Crashed 2 km from the Kunming Airdome shortly after takeoff.  Possible causes include engine failure,  overloading, sabotage and temporary blinding by a bright light."
04/23/1978,21:47,"Arlington, Indiana",Air Taxi,,"Trenton, NJ - Indianappolis, IN",Piper PA-31,N49MC,,9.0,0.0,Lost control and crashed after the pilot entered a known area of severe turbulence and thunderstorms.
04/25/1969,16:00,"Near Nakhon Ratchasima , Thailand",Military - U.S. Air Force,Batcat 21,,Lockheed EC121R,67-21493,4489,18.0,0.0,The aircraft crashed shortly after taking off from Korat Air Base. The plane climbed to about 500 ft. and then slammed into the ground and burst into flames. Severe windshear.
08/24/1965,10:10,Hong Kong,Military - U.S. Marine Corps,,Hong Kong - Da Nang,Lockheed KC-130F,149802,3693,72.0,0.0,The plane crashed into Kowloon Bay after taking off from Kai Tak Airport. Pilot error. Commander's decision to proceed with the takeoff with only three engines. Failure to feather the non-functioning engine or trim the plane for a 3 engine takeoff. Decision not to abort after directional control was lost.
02/24/1931,,Off Spain,Aeropostale,,,Latecoere 32,F-AITX,,3.0,0.0,
06/09/1946,13:15,"Near Abeokuta, Nigeria",Military -Royal Air Force,,Kano - Ikeja,Douglas C-47 Dakota,KG747,25291,18.0,0.0,"Flying low to avoid poor weather, the aircraft crashed while en route from Kano to Ikeja."
11/11/1946,03:30,"Cleveland, Ohio",United Air Lines,404,Chicago - Cleveland,Douglas DC-3 (C-53D-DO),N19947,4873,20.0,0.0,Struck power lines and trees and crashed 500 feet short of the runway. The error of the pilot in establishing an approach toward an area not cleared for landing as a result of having mistaken the end markers of Runway 23 for those of Runway 31. A contributing factor was the failure of the pilot to abandon his attempt to land at Cleveland Airport when confronted with weather conditions below the minimums prescribed for that airport.
03/27/1990,11:00,"Kabul, Afghanistan",Aeroflot,,Kokand - Kabul,Ilyushin IL-76MD,CCCP-78781,83489670,11.0,0.0,The aircraft stalled while on final and crashed while on approach after being ordered by ATC to discontinue the approach. Pilot error.
09/14/1990,,"Koltsovo, Russia",Aeroflot,,Volgograd - Sverdlovsk,Yakovlev YAK-42,CCCP-42351,1811379,129.0,0.0,"The aircraft undershot on approach and crashed 1,700m short of the runway.  It is reported that the crew, who was apparently fatigued, failed to correctly follow procedures. The accident happened at night."
03/22/1995,08:12,"Reno, Nevada",Union Flights,,"Sacramento, CA - Reno, NV",Cessna 208B Caravan I Super Cargomaster,N9417B,208B-0065,1.0,0.0,The cargo plane crashed into a mountain while on approach. The pilot's failure to comply with published instrument approach procedures by a premature descent below the minimum altitude specified for the approach.
06/21/1996,17:04,"Shanghai, China",China Flying Dragon Aviation (Feilong Airlines),,Dalian - Shanghai,Harbin Yunshuji Y-12-II,B-3822,0001,12.0,0.0,The aircraft crashed into a mountain after deviating off course during a landing attempt.
12/30/1985,,Nepal,Military - Royal Nepalese Air Force,,,Short SC7- Skyvan,RAN-23,SH-1978,25.0,0.0,
08/29/1979,23:00,"Frobisher Bay, Canada",Bradley Air Services,,,de Havilland Canada DHC-6 Twin Otter 300,C-GROW,415,9.0,0.0,Crashed into a hill while making a turn during the approach.
01/21/1967,04:15,"Frankfurt, Germany",Air Ferry,,"Manchester, England - Frankfurt, Germany",Douglas C-54A,G-ASOG,10359,2.0,0.0,The cargo plane crashed short of the runway. The crew did not set the altimeters in the final approach according to the instructions in the operations manual. This error was aggravated by the fact that the final approach check list did not coincide with the altimeter setting procedure. In consequence the crew unintentionally flew below critical height and the aircraft collided with trees when the altimeters were showing approx. 200 ft. above the critical height.
02/25/1964,02:06,"Lake Pontchartrain, New Orleans, Louisiana",Eastern Air Lines,304,Mexico City - New Orleans - New York City,McDonnell Douglas DC-8-21,N8607,45428/61,58.0,0.0,"The aircraft crashed into Lake Pontchartrain, 19 miles northeast of New Orleans International Airport, shortly after taking off. Mechanical failure. Uncommanded extension of the pitch trim compensator. Degradation of aircraft stability characteristics in turbulence, because of abnormal longitudinal trim component positions.  Malfunctioning pitch trim compensator."
06/12/1967,17:58,"Dublin, Ireland",Aer Turas,,Glasgow - Dublin,Bristol 170 Freighter 31E,EI-APM,13076,2.0,0.0,"The pilot attempted an overshoot maneuver, following the stoppage of the port engine, at too low a speed (below the minimum control speed) resulting in an uncontrollable turn towards the Airport buildings."
12/27/2002,15:00,"Anjouan, Comoros Islands",Ocean Airlines,,Moroni Hahaya - Anjouan,Let 410UVP,9XR-RB,810636,16.0,0.0,Crashed in mountains while on approach in inclement weather.
06/02/1940,,"El Segundo, California",Douglas Aircraft Company,,Test flight,Douglas DC-3,,,5.0,0.0,Crashed and burned during a government test flight
05/15/1958,,"New Delhi, India",Pakistan International Airlines,205,Dehli - Karachi,Convair CV-240-7,AP-AEH,052,38.0,2.0,Crashed shortly after taking off. Improper observation and interpretation of instruments. The captain did not properly observe and interpret his flight instruments and thus inadvertently permitted the aircraft to descend to the ground immediately after a night takeoff during which no visual reference was possible.
09/21/1992,,"Near Kular, Russia",Yakutavia,,,Mil Mi-8 (helicopter),RA-22651,,10.0,0.0,Crashed into power lines at 40m during an approach to land.
11/25/1985,,"Near Luassingua, Angola",Military - Angolan Air Force,,,Antonov AN-26,,,22.0,0.0,Shot down by South African anti-aircraft fire.
04/02/2001,16:30,"Ashbaubenon, Wisconsin",Jet Wings,,"Green Bay - Ft. Myers, Fl",Cessna 501 Citation I/SP,N405PC,501-0150,1.0,0.0,"The positioning flight crashed into a building shortly after taking off. The pilot not maintaining aircraft control while maneuvering after takeoff and the pilot's inadequate preflight planning and preparation. Factors relating to the accident were the pilot's diverted attention while maneuvering after takeoff, the pilot's attempted VFR flight into instrument meteorological conditions, the pilot's visual lookout not being possible, the low ceiling, snow, and fog, the airplane's low altitude, and the building."
10/31/1978,,"Belém, Brazil",Taxi Aéreo Kovacs,,,Cessna 402,PT-JXL,,9.0,0.0,
07/11/1997,21:55,"Off Santiago de Cuba, Cuba",Cubana de Aviacion,787,Santiago de Cuba - Havana,Antonov AN-24,CU-T1262,27307610,44.0,0.0,The plane crashed into the ocean 4 miles off the coast shortly after takeoff. Possible failure of the left engine during takeoff.
09/03/1999,12:50,"Glasgow, Scotland",Edinburgh Air Charter,-,Glasgow - Aberdeen,Cessna 404 Titan Ambassador,G-ILGW,404-0690,11.0,0.0,"Shortly after takeoff  the plane was observed going into a right bank after which it crashed and burned. Catastrophifailure of the left engine. The pilot then, mistakenly, feathered the right engine. This resulted in total loss of power and loss of control of the aircraft."
09/13/1994,12:05,"Near Abuja, Nigeria",Aerocontroctors - Charter,,Lagos - Abuja,de Havilland Canada DHC-6 Twin Otter 300,5N-ATQ,538,5.0,0.0,"The aircraft few into the side of a hill during heavy rain, high winds and severe turbulence."
06/26/1948,,"Maiquetia, Venezuela",Linea Aeropostal Venezolana,,,Douglas DC-3,YV-C-AHI,16992/34254,17.0,0.0,Crashed during a landing attempt.
04/02/1967,,"Off Lima, Peru",Caribbean Airlines,,,Lockheed 18 Lodestar,N706G,,5.0,0.0,Ditched in the ocean.
06/20/1966,,"Montreal, Quebec, Canada",Nordair,,Montreal - Kuujjuaq,Curtiss C-46E,CF-FBJ,2941,2.0,0.0,The cargo plane cashed en route. Wreckage found three days later.
10/29/1992,,"Chita, Russia",Aeroflot,,Petropavlovsk - Novosobrisk,Antonov AN-8,CCCP-69346,OD-3430,14.0,0.0,"Crashed 1,600m short of the runway threshold while attempting to land at Chita."
09/21/1955,22:23,"Idris, Libya",British Overseas Airways,,Rome - Tripoli,Canadair C-4,G-ALHL,158,47.0,0.0,"Crash landed in a sandstorm on the fourth landing attempt.  The plane came in too low, struck a line of trees and crashed 1,200 yards short of the runway.  Pilot error.  In an error in judgement, the captain who allowed his desire to keep the runway lights in view failed to make adequate reference to his flight instruments."
08/21/1966,10:35,"Near Juneau, Alaska",Alaska Coastal Airlines,,,Grumman G-21 Goose,N88820,1114,9.0,0.0,Crashed into a glacial crevasse. Undetermined cause.
04/22/1974,15:26,"Grogak, Bali, Indonesia",Pan American World Airways,812,"Hong Kong - Bali, Indonesia - Sydney, Austrailia",Boeing B-707-321C,N446PA,19268/544,107.0,0.0,"The aircraft was on a flight from Hong Kong to Denpassar, Bali.  While on approach, the plane crashed into Mt. Mesehe at 4,000 ft. killing all aboard. Premature execution of a right hand turn to join the 263 degrees outbound track which was based on the indication given by only one of the ADFs while the other one was still in steady condition. External or internal interference causing an incorrect indication from the automatidirection finder. The aircraft was named Clipper Climax."
04/22/1968,,"Moscow, Russia",Aeroflot,,Training,Ilyushin IL-18V,CCCP-75526,183006804,5.0,0.0,Struck power lines while landing.
11/08/2007,08:00,"Khartoum, Sudan",Juba Air Cargo,,Khartoum - Juba,Antonov 12,ST-JUA,3341110,4.0,2.0,"While taking off, an engine on the cargo plane failed after the plane hit a hawk. The aircraft tried to return to the airport but crashed. The plane was transporting goods and foodstuffs for traders and international organizations in Juba. Two Sudanese soldiers were killed on the ground."
08/18/1926,,"Hurst, Kent, England",Air Union,,,Bleriot 155,F-AIEB,2,4.0,0.0,Crashed in adverse weather conditions.  Engine failure.
07/01/1994,08:30,"Near Tidjika, Mauritania",Air Mauritanie,,Nouakchott - Tidjikja,Fokker F-28 Fellowship 4000,5T-CLF,11092,93.0,0.0,"The plane crash landed on the runway in adverse weather, after a second landing attempt, breaking the landing gear and sliding off the side of the runway."
09/04/1950,14:10,"Utica, New York",Robinson Airlines,32,"Utica, NY - Newark, NJ",Douglas DC-3,N18936,2011,23.0,0.0,"Engine parts were observed falling from a height of 3,000 feet. Soon after, the plane was seen losing altitude until it crashed into trees 1.5 miles southeast of Oneida County Airport. Failure of the left engine shortly after takeoff coupled with increased drag due to loss of the left cowling and reduced power output of the right engine resulting from the high pitch position of the right propeller."
12/01/1944,00:54,"Van Nuys, California",Trans Continental and Western Air,13,San Francisco - Burbank - New York City,Douglas DC-3,NC17322,1965,17.0,0.0,The plane crashed and burned 6.5 miles west northwest of the Bubank Airport in dense fog. The pilot's deviation from the standard instrument approach procedure and descent below the established safe minimum altitude. A contributing factor was the company's failure to enforce adherence to company procedures.
10/30/1941,02:04,"Near Moorhead, Minnesota",Northwest Orient Airlines,5,Minneapolis - Fargo,Douglas DC-3,NC21712,2124,15.0,0.0,"Crashed in fog and mist due to icing on the wings. The pilot, Clarence Bates, was thrown clear of the wreckage and was the lone survivor. Accumulation of ice on the wings and other surfaces of the airplane, increasing the stalling speed and the drag of the airplane on the power required to maintain flight. Action of the captain in descending to attempt a landing at Fargo with known icing conditions and critical ceiling conditions instead of proceeding to an available alternate."
10/03/1995,08:00,"Gunung Antara, Indonesia",Sabang Merauke Raya Air Charter,1994,Medan - Meulaboh,CASA 212,PK-ZAG,158/28N,14.0,0.0,Thirty minutes into the flight the aircraft was not able to maintain altitude after oil pressure was lost in the No. 1 engine. Crashed into trees.
01/06/1975,,"Sierra del Aconquija, Argentina",Military - Argentine Navy,,,de Havilland Canada DHC-6 Twin Otter 200,AE-259,140,12.0,0.0,Flew into the side of a mountain in poor weather conditons.
02/27/1932,,"Off Setiba, Brazil",Aeropostale,,,Latecoere 28,F-AJOX,,3.0,0.0,
01/01/1978,20:15,"Off Bandra, Maharashtra, India",Air India,855,Bombay - Dubai,Boeing B-747-237B,VT-EBD,19959/124,213.0,0.0,"Following a right turn, after taking off, the plane rolled to the left beyond 90 degrees, went into a steep dive, crashed and exploded in shallow water. Irrational control wheel inputs on the part of the captain after his attitude director indicator malfunctioned leading to complete loss of situational awareness."
10/23/1971,,"Near Qui Nhon, South Vietnam",Military - Vietnamese Air Force,,,Douglas C-47,,,31.0,0.0,Crashed after flying during a typhoon.
01/22/1943,15:15,"Near Chaparra, Peru",Pan American Grace Airlines,9,"Santiago, Chili - Arequipa, Peru - Lima, Peru",Douglas DC-3A,NC33645,4124,15.0,0.0,"The aircraft crashed into the Mt. Chaparra in the Andes mountains while en route.  Action of the pilot in continuing the flight on instruments in the overcast, contrary to company flight procedure of which, according to the evidence, the pilot was aware."
11/22/1974,,"Barcelona, Spain",Alpa Servicios Aéreos,,,Cessna 500 Citation I,EC-CGG,500-0108,4.0,0.0,Crashed during takeoff.
05/18/2004,10:50,"Urumqi, China",AZAL Cargo Company,,Taiyuan - Urumqi - Baku,Ilyushin II-76TD,4K-AZ27,0053460827,7.0,0.0,"About two minutes after takeoff and  while climbing, the aircraft stalled and crashed in a field 10 km from the  airport."
12/04/1954,,"Near Luang Pragang, Laos",Air Laos,,Luang Prabang - Nam Tha,Douglas DC-3,F-BEIA,19211,28.0,0.0,Crashed en route on the company's first commercial flight.
01/03/1975,,"Near Nha Trang, Vietnam",Air America,,Da Lat - Nha Trang,Fairchild C-123K,ST-1,20074,9.0,0.0,Shot down with a SAM missile.
05/20/1958,11:29,"Brunswick, Maryland",Capital Airlines / Military - Air National Guard,300,Pittsburgh - Baltimore,Vickers Viscount 745D / T-33A,N7410/53-5966,108,11.0,0.0,"Midair collision at 8,000 ft., four miles ENE of Brunswick. Failure of the T-33A pilot to exercise a proper see and avoid procedure to avoid other traffic. One aboard the T-33 ejected safely, all aboard the Viscount were killed."
12/13/1951,,"Yaramunda, Papua New Guinea",Qantas,,,de Havilland DH-84,VH-UR,,3.0,0.0,
01/20/1995,,"Le Bourget, France",Leadair - Charter,,Paris - Romania,Dassault Falcon 20E,F-GHLN,225,10.0,0.0,"The plane flew into a flock of birds that were injested into the left engine.  The pilot soon after reported an engine fire and that he was returning to the airport.  However, control of the plane was lost and the aircraft crashed."
09/13/1978,11:30,"Whittier, AK",Alaska Travel,,"Anchorage, AK - Whittier, AK",de Havilland DHC-2,N37741,,6.0,0.0,The float plane flew into a blind canyon and crashed into water. Continued VFR flight into adverse weather conditions.
01/27/1930,17:30,"Kansas City, Kansas",Central  Airlines,,"Wichita - Kansas City, KS",Travel Air A6000A,,963,5.0,0.0,"While preparing to land, the plane side slipped and dived into the ground from a height of 500 ft. and caught fire. As quickly as the bodies were removed, a hastily mustered crew of pilots and mechanics from Universal Airlines  and Central Airlines, began removing all evidence of the accident, savagely fighting off reporters and photographers as they worked."
04/27/1974,,"Near Leningrad, Russia",Aeroflot,,,Ilyushin IL-18B,CCCP-75559,184007703,118.0,0.0,The aircraft crashed after report of a heavy vibration and fire in the No. 4 engine. Structural failure of turbine disin No. 4 the engine.
12/12/1985,06:45,"Gander, Newfoundland, Canada",Arrow Airways,MF1285R,"Gander - Fort Campbell, KY",McDonnell Douglas DC-8 Super 63PF,N950JW,46058/433,256.0,0.0,"The aircraft stalled and crashed during takeoff. Two-hundred-forty-four members of the 101st Airborne Division from Fort Campbell, Kentucky  were killed in the accident. There is controversy surrounding this crash. The majority opinion of the board was that the cause of the sequence leading up to the stall and crash could not be determined, with icing a possibility. The minority opinion was that the crash was possibly caused by detonation of an explosive device of unknown origin in a cargo compartment which led to an in-flight fire and loss of control of the aircraft."
04/02/1969,,"Zawoja, Poland",LOT Polish Airlines,,Warsaw - Cracow,Antonov AN-24V,SP-LTF,67302406,53.0,0.0,The aircraft was on a flight from Warsaw to Cracow when it crashed into the Babia Gora mountains. The aircraft deviated from its normal route in heavy fog for unknown reasons.
04/18/1952,03:34,"Near Whittier, California",North Continental Airlines (Robin Airlines),416W,"Kansas City, MO - Phoenix - Burbank",Curtiss C-46F-1CU,N8404C,22466,29.0,0.0,"The plane was on a flight from New York City to Burbank, California. Due to poor visibility and fog, the flight was diverted to Los Angeles Airport for an ILS approach. While on approach, the plane crashed into the Puente Hills and burned. The pilot voluntarily descended below the minimum altitude for which he was cleared and attempted an approach at too low an altitude to clear the terrain. The pilot in command was flying with a restricted medical certificate. An emergency suspension was placed on the airline and it was discovered the airline had allegations of more than 40 violations listed against it including charges of overweight planes, excessive flying time for crews and failure to use approved seats and safety belts."
06/26/1978,,"Off Bergen, Norway",Helikopter Service,,Bergen - Stratjford-A,Sikorsky S-61N,LN-OQS,,18.0,0.0,The helicopter crashed 87 miles northwest of Bergen on a ferry run to an oil drillilng platform.
01/08/1989,20:25,"Leicestershire, England",British Midland Airways,92,London - Belfast,Boeing B-737-4Y0,G-OBME,23867/1603,126.0,0.0,"While en route and climbing through FL 280, a vibration was felt and the smell of smoke was detected.  A fan blade on the No. 1 engine detached and caused a compressor stall and vibration of the aircraft. The crew throttled back the No. 2 engine and the vibration stopped. Soon after it was decided to shut down the No. 2 engine. While attempting to land, power was lost in the No. 1 engine, the aircraft stalled and crashed into trees 3,000 ft. short of the runway. The crew mistakenly shut down the wrong engine, lost power in the disabled engine and was unable to maintain flight in the final approach."
12/03/1995,22:44,"Near Douala, Cameroon",Cameroon Airlines,3701,Cotonou - Douala,Boeing B-737-2K9,TJ-CBE,23386/1143,78.0,0.0,The plane went into a dive and crashed 6 km short of the runway into a swamp during a second attempt at landing. Loss of power in the No. 1 engine.
03/02/1996,,"Sao Paulo, Brazil",Madrid Taxi Aéreo - Charter,,Brasilia - Sao Paulo,Gates Learjet 25D,PT-LSD,25D-243,9.0,0.0,"The crew was advised they were too high and fast while on approach to Sao Paulo. The pilot initiated a visual go-around but collided with a mountain at 3,280 ft.  Brazilian pop group Mamanas Assassinas killed."
04/21/1936,,"Senlis, France",Sabena,,,Fokker F-VII,OO-AIF,,2.0,0.0,
11/30/1982,,"Quetame, Colombia",Aerolineas Centrales de Colombia,,,de Havilland Canada DHC-6 Twin Otter 310,HK-2536,713,22.0,0.0,"Crashed into a mountain. Flying under VFR in IFR conditions, navigation error and lack of adequate training."
07/27/2000,10:31,"Jodhura, Nepal",Royal Nepal Airlines,,Bajhang - Dhangadhi,de Havilland Canada DHC-6 Twin Otter 300,9N-ABP,654,25.0,0.0,"The aircraft crashed into the Churia mountain range at 4,300 ft., 20 minutes into a 30 minute flight to Dhangadhi in rain and fog."
01/30/1946,,"Near Le Mans, France",Military - Royal Air Force,,,Douglas C-47B,KN500,16277/33025,11.0,0.0,
07/30/1971,15:00,"Near Pau, France",Military - French Air Force,,Exercises,Nord 2501 Noratlas,49,,39.0,0.0,"The plane, carrying parachute trainees, crashed in the flatlands of the Pyrenees during a final approach and after experiencing an engine fire. Two escaped by parachuting out of the plane before it crashed."
01/19/1952,01:38,"Off Sandspit, BC, Canada",Northwest Orient Airlines,324,Tokyo - Elmendorf AFB,Douglas DC-4,N45342,27279,43.0,0.0,"The crew chose to divert to Sandpit after the No. 1 engine was shut down. The aircraft crashed into the PacifiOcean one mile offshore after overshooting the runway during the emergency landing. A nose gear retraction difficulty in connection with an icing condition or a power loss, which made the aircraft incapable of maintaining flight. Most of the fatalities were from exposure to the frigid water."
07/12/1969,,"Hitauda, Nepal",Royal Nepal Airlines,,Katmandu - Simra,Douglas DC-3,9N-AAP,42956,35.0,0.0,Collided with trees on a cloud covered mountain summit. The plane was 10 miles from its destination when it crashed. Weather was poor at the time of the accident.
06/13/1981,,"Hualien, Taiwan",Taiwan Airlines,,,Britten-Norman BN-2A-8 Islander,B-11108,701,2.0,0.0,Crashed into a mountain during a typhoon.
09/13/1997,17:10,"Off Namibia, Africa",Military - Luftwaffe / Military - USAF,74,,Tupolev TU-154M / C-141 Starlifter,1102/65-9405,89A-813,33.0,0.0,"Midair collision at 39,000 ft. The Tupolev 154 aircraft was flying at the wrong cruise altitude which caused the midair collision. Twenty-four killed aboard the Tupolev and 9 aboard the C-141. Contributing factors included weak flight-following procedures of the Luanda ATC and  poor regional ground communications."
02/15/1942,,"English Channel, near Plymouth, England",British Overseas Airways,,,Consolidated Liberator,G-AGDR,9,9.0,0.0,Shot down in error.
04/28/1960,08:22,"Near Calabozo, Venezuela",Linea Aeropostal Venezolana,,Maiquetia - Calabozo,Douglas DC-3,YV-C-AFE,15353/26798,13.0,0.0,The aircraft crashed after an explosion aboard. Detonation of a hand-grenade brought aboard by a Russian immigrant. The explosion occurred after the captain tried to disarm the man.
02/23/1974,,"San Francisco de Moxos,  Bolivia",SAVCO,,,Curtiss C-46A-45-CU,CP-1052,30195,7.0,0.0,Severe turbulence possibly caused the failure of ropes securing cargo. The center of gravity shifted causing a loss of control. The wreckage was found 2 days later.
